image,label,reason,id,output
c5237b9e-c582-47e5-9527-4f438dacfb5f-1483-0,,显示了购物车中的商品价格明细和优惠信息，并且包含了总金额和折扣计算、领券结算等细节，这些都是典型的购物车页面特征,c5237b9e-c582-47e5-9527-4f438dacfb5f-1483,购物车页面
cada407b-f796-4211-82b2-5e99cf4dd086-1495-0,,显示了购物车中的商品列表和金额计算细节，包括各种优惠减免和最终结算金额，这些都是典型的购物车页面特征,cada407b-f796-4211-82b2-5e99cf4dd086-1495,购物车页面
cb09dc37-582d-4ed4-9216-f98eeb9ab8ce-1468-0,,显示了商品列表、价格、优惠信息以及结算按钮，这些都是典型的购物车页面特征,cb09dc37-582d-4ed4-9216-f98eeb9ab8ce-1468,购物车页面
deca08f0-e09c-4ede-8612-6ee93852ded9-1446-0,,显示了商品列表、结算按钮、商品勾选框，另外，页面下方也显示当前位于购物车介面,deca08f0-e09c-4ede-8612-6ee93852ded9-1446,购物车页面
e77a3a4d-a09a-4da0-a12e-329d87d60dd5-1471-0,,上方显示位于购物车介面，图片中也有商品勾选框，属于购物车页面,e77a3a4d-a09a-4da0-a12e-329d87d60dd5-1471,购物车页面
f1c355f6-1120-47cf-8b31-ff08c4edd503-1435-0,,显示了商品列表、结算按钮、商品勾选框，属于购物车页面,f1c355f6-1120-47cf-8b31-ff08c4edd503-1435,购物车页面
f4c52836-a6a3-4b90-ae6a-5c5c4dd474fa-1473-0,,显示了商品价格相关信息、合计金额、结算按钮，典型的购物车页面,f4c52836-a6a3-4b90-ae6a-5c5c4dd474fa-1473,购物车页面
fb08cb36-7511-458a-987d-44208f093951-1427-0,,显示了商品列表、结算按钮、商品勾选框，属于购物车页面,fb08cb36-7511-458a-987d-44208f093951-1427,购物车页面
fbc1fa7e-ec0f-4fc5-93ec-0586cb28f3a5-1508-0,,显示了商品列表、结算按钮、商品勾选框，属于购物车页面,fbc1fa7e-ec0f-4fc5-93ec-0586cb28f3a5-1508,购物车页面
3d657a1a-15b8-4b06-a704-caaf156d95cb-1364-0,換貨頁面,换货详情介面，显示了包括换货状态、服务选项、商品信息等，属于换货页面,3d657a1a-15b8-4b06-a704-caaf156d95cb-1364,换货页面
4a0f0b85-b8f9-413b-9260-84add624344a-1360-0,,显示了换货完成的详细信息，包括换货日期、物流信息、服务条款以及原商品和新商品的描述。这些元素都是典型的换货流程相关信息,4a0f0b85-b8f9-413b-9260-84add624344a-1360,换货页面
5c32e44d-25d1-48fa-94fb-5f8ee095ccee-1382-0,,显示了申请换货的界面，包括换货原因的选择和补充描述的填写。此外，弹出的提示信息说明当前收货地址不支持配送，需要重新选择，这也是换货流程中的常见步骤,5c32e44d-25d1-48fa-94fb-5f8ee095ccee-1382,换货页面
6e31acd7-718b-4fa2-ba29-36527409c526-1390-0,,显示了与商品换货相关的信息。具体原因包括：显示了换货的进度（待卖家确认收货并发货）、提供了撤销换货的选项。这些元素表明这是一个与换货流程相关的页面,6e31acd7-718b-4fa2-ba29-36527409c526-1390,换货页面
08b0ccac-21cb-4e26-9d7d-edc63111a983-1412-0,,显示了有关换货的详细信息，包括换货状态、商品信息和操作选项，如联系卖家和取消换货。这些元素都是典型的换货流程中会出现的内容,08b0ccac-21cb-4e26-9d7d-edc63111a983-1412,换货页面
8f979eec-3431-484d-9951-4a3ba1802429-1401-0,,显示了有关换货的详细信息，包括卖家拒绝换货的通知、剩余处理时间、商品信息以及相关操作选项（如撤销换货、修改申请）。这些元素都是典型的换货流程中会出现的内容,8f979eec-3431-484d-9951-4a3ba1802429-1401,换货页面
9e2a1ebe-87c3-4547-b405-b592aaabfdab-1384-0,,换货详情介面，包含了换货的详细信息，例如换货完成的日期和时间、物流信息、服务条款（如退货包运费）、换货商品的原商品和新商品信息等。这些元素都是典型的换货流程中会出现的内容,9e2a1ebe-87c3-4547-b405-b592aaabfdab-1384,换货页面
11fc6049-79dd-48e6-847e-24588de5b422-1366-0,,换货详情介面，显示了有关商品换货的详细信息，包括换货状态、换货原因、申请时间等内容。这些元素都是典型的换货流程中会出现的信息,11fc6049-79dd-48e6-847e-24588de5b422-1366,换货页面
56bdb9fc-5300-4c33-925d-8fe1f8eafa4e-1411-0,,换货详情介面，显示了与换货相关的详细信息，典型的换货流程中会出现的内容,56bdb9fc-5300-4c33-925d-8fe1f8eafa4e-1411,换货页面
923d29db-f90e-4a63-8ea2-bebea3299a56-1389-0,,一个换货申请页面，包含了换货原因、商品信息和提示信息。这些元素表明用户正在进行商品换货操作，属于换货页面,923d29db-f90e-4a63-8ea2-bebea3299a56-1389,换货页面
2148d730-e012-490f-a646-009c87c29a90-1354-0,,换货详情介面，显示了有关商品换货的详细信息，典型的换货页面,2148d730-e012-490f-a646-009c87c29a90-1354,换货页面
2948d12a-3e6e-42b7-9656-e80bb3b5125d-1399-0,,换货详情介面，显示了有关商品换货的详细信息，典型的换货页面,2948d12a-3e6e-42b7-9656-e80bb3b5125d-1399,换货页面
6348b52e-67a0-4ff6-a893-4718795a1b5f-1378-0,,换货详情介面，显示了有关商品换货的详细信息，同时，提供了撤销换货的选项，典型的换货页面,6348b52e-67a0-4ff6-a893-4718795a1b5f-1378,换货页面
71166b97-8122-4a4b-b61c-f7a118335295-1404-0,,显示了换货详情，包括换货关闭的时间、服务条款、商品信息等，这些都是典型的换货相关内容,71166b97-8122-4a4b-b61c-f7a118335295-1404,换货页面
80855637-a018-47f8-b800-53f90f2bdf1a-1388-0,,显示了与换货相关的资讯，包括买家撤销换货申请、快递员取件成功等记录，这些内容都与换货过程有关,80855637-a018-47f8-b800-53f90f2bdf1a-1388,换货页面
bbd6d14c-810a-432a-80bb-fa9a510fbfde-1357-0,,显示了一个申请换货页面，包含选择换货原因和新商品的选项。并且有提示“价格相同的商品才可以换货哦”，这些元素都表明这是与换货相关的界面,bbd6d14c-810a-432a-80bb-fa9a510fbfde-1357,换货页面
fb7f453a-cfc6-40f9-9665-35d28cdb3d55-1348-0,,包含了有关换货的详细信息，例如商家同意退货、上门取件的时间安排，以及换货商品的描述等。这些元素都是典型的换货介面,fb7f453a-cfc6-40f9-9665-35d28cdb3d55-1348,换货页面
2a941847-7bb1-4d57-89ed-51b3f545ec66-1281-0,退货页面,退款退货详情页面，有退款金额、退货政策（七天无理由退换）和运费险的详细说明，属于退货页面,2a941847-7bb1-4d57-89ed-51b3f545ec66-1281,退货页面
2ad6e7fd-5b0a-409a-a656-c2b0f39a7c3e-1258-0,,退款退货详情页面，包含了退货和退款的详细信息，例如退款成功的通知、退款金额、运费支付的提示等。这些都是典型的退货页面,2ad6e7fd-5b0a-409a-a656-c2b0f39a7c3e-1258,退货页面
3b764c66-9010-43b6-a657-b2f83c52b392-1290-0,,退货退款详情页面，包括快递员上门取件的时间安排、物流客服选项、取消寄件和修改时间/地址的按钮，以及退款信息等。这些元素都是典型的退货流程信息,3b764c66-9010-43b6-a657-b2f83c52b392-1290,退货页面
3fc85b30-3ab3-4cad-a2de-324e2ae6a078-1279-0,,显示了商家同意退货的讯息，并要求使用特定方式寄回商品。此外，页面上还有关于退货运费未支付的提示，这些都是典型的退货流程信息,3fc85b30-3ab3-4cad-a2de-324e2ae6a078-1279,退货页面
4b62e505-0f5b-417e-bf2b-648ce8765bb1-1346-0,,显示了退货退款的详情，包括商家拒绝退货的原因、物流信息、以及退货商品的图片和信息。这些元素都是典型的退货页面内容,4b62e505-0f5b-417e-bf2b-648ce8765bb1-1346,退货页面
5b12415f-9df7-4fbc-84a2-24a766529251-1268-0,,显示了退货相关的信息，例如“选择退货方式”、“上门取件”、“服务点自寄”等选项。此外，还有预估运费、寄件商品信息等，这些都是与退货流程相关的内容,5b12415f-9df7-4fbc-84a2-24a766529251-1268,退货页面
06bf89fe-bd2e-4167-ae10-a21b0f66c3f2-1256-0,,显示了选择退货方式介面，包括上门取件和服务点自寄的选项。此外，页面上有商家同意退货的提示，以及退货商品的详细信息，这些都是典型的退货流程相关内容,06bf89fe-bd2e-4167-ae10-a21b0f66c3f2-1256,退货页面
8f3dfe36-9895-4e95-81b2-885e0670b0cf-1330-0,,显示了商家同意退货的信息，并要求使用特定的方式寄回商品。此外，页面上有关于退货地址异常的提示，并提供了联系商家以获取正确地址的选项，这些都是与退货流程相关的内容,8f3dfe36-9895-4e95-81b2-885e0670b0cf-1330,退货页面
9d1f1fd0-f2c1-437f-bf25-96edae6758ab-1252-0,,显示了退货退款的详细信息，包括商家退款的时间倒计时、包裹状态、退款信息以及联系卖家和客服的选项，这些都是典型的退货流程相关内容,9d1f1fd0-f2c1-437f-bf25-96edae6758ab-1252,退货页面
d3398e8e-c9ff-4742-923b-219eb3c8b726-1312-0,,显示了退货退款的详细信息，包括快递员上门取件的安排、物流客服选项，以及退货信息等。这些元素都是典型的退货流程相关内容,d3398e8e-c9ff-4742-923b-219eb3c8b726-1312,退货页面
e46a52f8-878b-4ceb-903c-33fcbd50a823-1310-0,,显示了退货退款的详细信息，包括商家处理状态、寄回商品的时间限制、物流信息填写提示等，这些都是典型的退货流程相关内容,e46a52f8-878b-4ceb-903c-33fcbd50a823-1310,退货页面
e60f7d0c-266e-43c0-b5fe-f00b4dc6acd7-1344-0,,显示了退货的相关信息，包括商家已同意退货的提示、退货地址异常的警告，以及联系商家的选项。此外，还有关于退货商品的详细信息和服务协议的确认选项，这些都是典型的退货流程中会出现的内容,e60f7d0c-266e-43c0-b5fe-f00b4dc6acd7-1344,退货页面
f29a19ff-3fca-4d9f-9c12-28614ac66258-1266-0,,显示了退货退款的详细信息，包括退货进度、服务条款、退货商品的图片和描述等。这些元素都是典型的退货页面内容,f29a19ff-3fca-4d9f-9c12-28614ac66258-1266,退货页面
f50a14ad-9328-412e-a3ed-3e7861f0594d-1297-0,,退货退款详细介面，显示包括退款状态、商品信息和相关日期。此外，还有与卖家联系和查看其他商品的选项，这些都是典型的退货页面元素,f50a14ad-9328-412e-a3ed-3e7861f0594d-1297,退货页面
f84fbdf3-e4e7-4466-a891-fa0d716338dc-1273-0,,退货退款详情页面，显示了包含退货流程、寄回商品的时间限制、物流信息填写提示等。此外，还有关于退货包运费的服务选项，这些都是典型的退货相关内容,f84fbdf3-e4e7-4466-a891-fa0d716338dc-1273,退货页面
1aff01ac-f8a3-4962-b4ec-9f52d81b1ac2-1712-0,优惠券领取页面,显示订单分配到的红包，属于优惠券领取页面,1aff01ac-f8a3-4962-b4ec-9f52d81b1ac2-1712,优惠券领取页面
1bd2c7a8-f70b-4dd3-9179-85c1333dc4ae-1732-0,,显示了一个红包优惠活动的信息，并且有“去使用”的按钮，属于优惠券领取页面,1bd2c7a8-f70b-4dd3-9179-85c1333dc4ae-1732,优惠券领取页面
3a0cbd58-1fef-46a5-bca3-390cdf10e051-1710-0,,显示了88VIP专享消费券的信息，包括优惠金额、使用条件和有效期限。此外，图中还有提示“领取成功”的讯息，这些特征都符合领取优惠券的截图特征,3a0cbd58-1fef-46a5-bca3-390cdf10e051-1710,优惠券领取页面
3a3110e1-d35e-4d71-a5e0-344d83d782d2-1725-0,,展示了多种优惠券的信息，包括88VIP专享消费券和其他满减优惠券。页面上有明确的优惠金额、使用条件和时间限制，这些都是典型的优惠券领取页面特征,3a3110e1-d35e-4d71-a5e0-344d83d782d2-1725,优惠券领取页面
3be7f8d1-0f4f-4b5d-ba2c-bc688d72ea10-1792-0,,展示了多种优惠券的选项和使用条件，并且提供了“立即领取”的按钮，这些都是典型的优惠券领取页面特征,3be7f8d1-0f4f-4b5d-ba2c-bc688d72ea10-1792,优惠券领取页面
4bec47e5-de97-408e-9881-8764ffd7b1b0-1761-0,,展示了多种优惠券的信息，包括使用条件、有效时间和积分兑换等细节，这些都是典型的优惠券领取页面特征,4bec47e5-de97-408e-9881-8764ffd7b1b0-1761,优惠券领取页面
5bcb3e58-a816-434b-a054-cfe6c955f086-1765-0,,展示了多种商品的优惠券信息，包括折扣金额、使用条件和立即抢购的按钮，属于优惠券领取页面,5bcb3e58-a816-434b-a054-cfe6c955f086-1765,优惠券领取页面
5ca692e9-0b90-45ef-8e79-29e52e5cb9ed-1737-0,,显示了一张店铺优惠券的详细信息，包括金额、使用条件（满505可用）、有效期限，以及使用按钮和领取来源说明，属于优惠券领取页面,5ca692e9-0b90-45ef-8e79-29e52e5cb9ed-1737,优惠券领取页面
5fb0c427-5d7e-4af1-9413-ebc3d16fb10e-1782-0,,页面主要展示了多种优惠券的信息，例如“400元优惠券”和“100元优惠券”，并且有“领取”或“使用”的提示，属于优惠券领取页面,5fb0c427-5d7e-4af1-9413-ebc3d16fb10e-1782,优惠券领取页面
7e7b2126-e0d6-493e-ae08-4240c6186f74-1702-0,,显示了多张优惠券领取的提示，属于优惠券领取页面,7e7b2126-e0d6-493e-ae08-4240c6186f74-1702,优惠券领取页面
8a3f5edd-774c-4cca-82a3-0ca3a1eb58cf-1751-0,,展示了购物满额后可以获得红包的活动信息，被归类为优惠券领取页面,8a3f5edd-774c-4cca-82a3-0ca3a1eb58cf-1751,优惠券领取页面
9e78e93f-11ca-4cf7-9c63-01faed88dd81-1720-0,,显示了可用的 88VIP专享消费券 和 无门槛红包，分别减免 ¥100.00 和 ¥8.00，总共优惠 ¥108.00，用于确认订单时的折扣信息，属于优惠券领取页面,9e78e93f-11ca-4cf7-9c63-01faed88dd81-1720,优惠券领取页面
9f9cf60a-73f8-4007-a473-b01bed3faa9e-1759-0,,显示了一个红包（优惠券）的领取提示，并询问用户是否确认领取11元红包，属于优惠券领取页面,9f9cf60a-73f8-4007-a473-b01bed3faa9e-1759,优惠券领取页面
23ce1b7f-e0bd-4005-be4a-f0e0f0fbb5e1-1700-0,,展示了88VIP专享的消费券信息，包括满额使用条件和优惠金额，属于优惠券领取页面,23ce1b7f-e0bd-4005-be4a-f0e0f0fbb5e1-1700,优惠券领取页面
46ecd815-ef32-4243-b591-7c3bf7e7fcf1-1780-0,,展示了商品的折扣信息和优惠券的领取选项。图中有明显的价格标示和“立即领券”的按钮，这些都是典型的优惠券领取页面特征,46ecd815-ef32-4243-b591-7c3bf7e7fcf1-1780,优惠券领取页面
60f949a0-56ca-48c9-8b34-32c0c1f59665-1752-0,,展示了多种不同类型的优惠券，包括运动户外券、天猫国际券、图书券等，每张优惠券都有相应的折扣金额和使用条件，并且有「立即抢」的按钮，符合优惠券领取页面的特征,60f949a0-56ca-48c9-8b34-32c0c1f59665-1752,优惠券领取页面
65b8575c-f2f1-4bb4-9250-76cb1ad33316-1757-0,,显示了一个红包优惠券的信息，属于优惠券领取页面,65b8575c-f2f1-4bb4-9250-76cb1ad33316-1757,优惠券领取页面
192d61dc-13b8-4f80-b595-9f1269d4b1a1-1731-0,,显示了一个开红包的页面，属于优惠券领取页面,192d61dc-13b8-4f80-b595-9f1269d4b1a1-1731,优惠券领取页面
8971fd49-81b7-4a0d-898d-99c6e64ab21a-1776-0,,显示一个优惠券确认使用的页面，被归类为优惠券领取页面,8971fd49-81b7-4a0d-898d-99c6e64ab21a-1776,优惠券领取页面
9650d035-802d-4563-94c2-d60762f43da3-1728-0,,显示了一张已过期的优惠券的详细信息，被归类为优惠券领取页面,9650d035-802d-4563-94c2-d60762f43da3-1728,优惠券领取页面
63834ffa-d0d1-4801-988e-cfcf01f952f5-1713-0,,显示了优惠详情，包括优惠活动的名称和使用条件，属于优惠券领取页面,63834ffa-d0d1-4801-988e-cfcf01f952f5-1713,优惠券领取页面
93679dc6-ed49-4835-963f-b110365b2faf-1738-0,,显示了一张已过期的优惠券，被归类为优惠券领取页面,93679dc6-ed49-4835-963f-b110365b2faf-1738,优惠券领取页面
777917fc-c681-4c44-9f40-a6f3bd4c135a-1729-0,,显示了有关优惠券的信息，包括88VIP专享消费券的折扣和使用条件，供用户领取和使用，属于优惠券领取页面,777917fc-c681-4c44-9f40-a6f3bd4c135a-1729,优惠券领取页面
856854c1-7ebf-45a3-8b94-06e5e2e6312e-1749-0,,显示了用户可以用积分兑换不同价值的优惠券或红包的选项，页面上也有明确的兑换按钮，属于优惠券领取页面,856854c1-7ebf-45a3-8b94-06e5e2e6312e-1749,优惠券领取页面
49285377-6b0e-4403-bec6-d6322a5c7ad5-1730-0,,显示了两个优惠券的细节，包括折扣金额、使用条件（如满额使用限制）、适用范围（限淘宝天猫实物商品使用），以及有效期限，属于优惠券领取页面,49285377-6b0e-4403-bec6-d6322a5c7ad5-1730,优惠券领取页面
a5a9c196-d9de-494d-b41b-d5a22d07267f-1771-0,,显示两张已过期的优惠券，属于优惠券领取页面的范畴,a5a9c196-d9de-494d-b41b-d5a22d07267f-1771,优惠券领取页面
a8eb2f21-7168-47ce-ba54-2300b812a36b-1758-0,,展示了多种优惠券的详情，包括折扣金额、使用条件和有效期限，并且提供了“立即抢”的按钮，这些都是典型的优惠券领取页面特征,a8eb2f21-7168-47ce-ba54-2300b812a36b-1758,优惠券领取页面
b1009b8d-3fd9-4503-883d-75f9f481fc62-1769-0,,展示了两张优惠券的信息，以及“已抢光”的状态，这些都是典型的优惠券领取页面特征,b1009b8d-3fd9-4503-883d-75f9f481fc62-1769,优惠券领取页面
b9982032-a3fc-45d7-967d-c1cd2abffb8f-1734-0,,展示了多张优惠券，并有 ‘立即领取“、”点击领取“的按钮,b9982032-a3fc-45d7-967d-c1cd2abffb8f-1734,优惠券领取页面
cb5b544d-ad28-415f-883f-399f40d16f14-1719-0,,显示了一个红包优惠信息，并有 “去使用” 的按钮，属于优惠券领取页面,cb5b544d-ad28-415f-883f-399f40d16f14-1719,优惠券领取页面
d58ba487-c85c-417f-8077-3278d8527e40-1786-0,,显示了多个红包和优惠券的选项，并且有明确的金额和条件说明，这些都是典型的优惠券领取页面特征,d58ba487-c85c-417f-8077-3278d8527e40-1786,优惠券领取页面
dbbac713-12ad-41bb-84c3-c3f98c4ed6c6-1783-0,,展示了多种优惠券的信息，如满额使用的条件、优惠金额，以及立即领取的按钮。此外，页面上还有红包活动和购物券的相关信息，这些都是典型的优惠券领取页面特征,dbbac713-12ad-41bb-84c3-c3f98c4ed6c6-1783,优惠券领取页面
feb7a339-4af7-415d-96b3-39299e151e73-1788-0,,展示了多种优惠券的信息，包括折扣金额、使用条件和立即抢购的按钮，属于优惠券领取页面,feb7a339-4af7-415d-96b3-39299e151e73-1788,优惠券领取页面
1bea97d4-702a-47c6-917e-f07c1205da40-1687-0,活动页面,整点抢红包活动，并显示了活动倒计时，典型的活动页面,1bea97d4-702a-47c6-917e-f07c1205da40-1687,活动页面
3e23cc49-69f6-4c92-9944-13a605f3ab36-1607-0,,展示了 “618狂欢节” 的促销活动的信息，是典型的活动页面特征,3e23cc49-69f6-4c92-9944-13a605f3ab36-1607,活动页面
4c23c17b-a877-4a24-870f-0a6ef407b660-1685-0,,显示了一个应用程式中的奖励兑换活动。画面中有关于签到领现金、元宝兑换红包，这些都是典型的活动页面特征,4c23c17b-a877-4a24-870f-0a6ef407b660-1685,活动页面
4e766559-8628-42c7-b9de-efb6d98b7c6b-1667-0,,展示了促销活动 “大牌美妆抢买正送正”，包括折扣券、限量优惠和活动日期（5月31日至6月20日），这些都是典型活动页面元素,4e766559-8628-42c7-b9de-efb6d98b7c6b-1667,活动页面
5abcbc3c-3e48-44ff-9f20-1ce51877ba03-1593-0,,显示了签到领现金的活动信息，包括奖励金额、连续签到天数，是典型的活动页面,5abcbc3c-3e48-44ff-9f20-1ce51877ba03-1593,活动页面
6a37582c-4432-4154-9048-5fa14ce992b1-1598-0,,展示了 “苹果盛典，官方直降千元” 活动的信息，包括优惠券和活动时间（5月31日到6月20日），是典型的活动页面,6a37582c-4432-4154-9048-5fa14ce992b1-1598,活动页面
7cdb0e2c-50d1-4a5a-9ba5-6ddbd33e9a5f-1594-0,,展示了”618年中狂欢节“的活动信息，如88VIP专享消费券、红包等，属于活动页面,7cdb0e2c-50d1-4a5a-9ba5-6ddbd33e9a5f-1594,活动页面
22d5ce75-36e6-4d5b-a380-198fefa362b5-1637-0,,显示了一个免费开盲盒抽奖活动的界面，包含奖品展示和获奖信息，这些都是典型的活动页面特征,22d5ce75-36e6-4d5b-a380-198fefa362b5-1637,活动页面
59efb35f-ec6f-4039-b624-8cb588b8818a-1674-0,,展示了一个促销活动 “大牌美妆，抢买正送正” 的详情，包括活动日期（5月31日到6月20日）、折扣信息、优惠券、参与品牌等，属于活动页面,59efb35f-ec6f-4039-b624-8cb588b8818a-1674,活动页面
80f63db7-5feb-4878-980e-e56a18b70bc0-1645-0,,显示了用户可以参加的奖励活动，包括签到领现金、兑换红包和现金的选项，都是典型的促销活动内容,80f63db7-5feb-4878-980e-e56a18b70bc0-1645,活动页面
92a4b0cb-b36d-4aac-98aa-a0c400c0c5a5-1621-0,,显示了用户可以参加的促销活动和奖励兑换选项。图中展示了元宝数量、可兑换的红包和现金选项，以及相关的使用条件，这些都是典型的活动页面元素,92a4b0cb-b36d-4aac-98aa-a0c400c0c5a5-1621,活动页面
291bddf1-f5a1-45d1-bd66-c076e1fe9694-1675-0,,展示了“618年中狂欢节”的优惠券信息和折扣活动，属于活动页面,291bddf1-f5a1-45d1-bd66-c076e1fe9694-1675,活动页面
357e2c0e-cd85-406a-b207-e4c15cbd38a5-1682-0,,显示了一个应用程式中的活动奖励页面，包含了用户可以兑换红包和现金的选项，以及相关的积分和兑换规则。这些特征符合活动页面的典型特征,357e2c0e-cd85-406a-b207-e4c15cbd38a5-1682,活动页面
641c7a77-d7ec-46b4-a4ce-8c7992318160-1628-0,,展示了有关会员升级和专属福利的促销信息，如SVIP升级价格、88VIP特供福利等，这些都是典型的活动推广内容,641c7a77-d7ec-46b4-a4ce-8c7992318160-1628,活动页面
41411a18-6093-4ab4-b857-e2f86b87a200-1602-0,,显示”大额补贴发不停“的促销活动，属于活动页面,41411a18-6093-4ab4-b857-e2f86b87a200-1602,活动页面
42483dd6-3e0c-46c4-b685-017c32c499cd-1649-0,,显示“618年中狂欢节”的促销活动信息，属于活动页面,42483dd6-3e0c-46c4-b685-017c32c499cd-1649,活动页面
9866587d-748a-4a69-a7d4-7234aae42f3e-1623-0,,显示了有关兑换奖励的活动信息，包括元宝数量、可兑换的红包和现金选项，以及相关的使用条件和规则，这些都是典型的活动页面内容,9866587d-748a-4a69-a7d4-7234aae42f3e-1623,活动页面
a7a2841a-5011-43ed-b093-db8a348ced9f-1671-0,,”签到领现金“的活动页面,a7a2841a-5011-43ed-b093-db8a348ced9f-1671,活动页面
a103e302-8a5c-4cb1-90e9-0b933c72ea0a-1640-0,,展示了“618年中狂欢节”的促销活动，属于活动页面,a103e302-8a5c-4cb1-90e9-0b933c72ea0a-1640,活动页面
a516959c-9695-4d6b-93b5-9e516ee24791-1661-0,,展示了“以旧换新享补贴”活动，属于活动页面,a516959c-9695-4d6b-93b5-9e516ee24791-1661,活动页面
b4ac87ba-e3cc-4c38-8485-bec03067203c-1638-0,,展示了抢红包的活动信息，同时，显示了距离活动开始的时间,b4ac87ba-e3cc-4c38-8485-bec03067203c-1638,活动页面
c5180e6e-d66f-4b58-a396-9544b7909dd7-1676-0,,展示了促销活动的信息，包括特价商品、折扣价格和购买按钮，这些都是典型的促销活动页面特征,c5180e6e-d66f-4b58-a396-9544b7909dd7-1676,活动页面
cbb2f034-209c-454b-b334-157f9fd1a75e-1642-0,,展示了促销活动的信息，包括折扣、红包奖励和抽奖机会，这些都是典型的活动宣传内容,cbb2f034-209c-454b-b334-157f9fd1a75e-1642,活动页面
d9d06266-2643-439f-827f-fe3642098788-1597-0,,整点抢红包的活动页,d9d06266-2643-439f-827f-fe3642098788-1597,活动页面
d422cd0d-5a52-4181-95ad-5a724f643a5e-1618-0,,签到领现金的活动页面,d422cd0d-5a52-4181-95ad-5a724f643a5e-1618,活动页面
ddae198b-d187-4aa0-bcf0-2badd8b98427-1622-0,,显示了一个抽奖活动的界面，包含了抽奖的提示、剩余次数、奖品展示等信息，这些都是典型的活动页面元素,ddae198b-d187-4aa0-bcf0-2badd8b98427-1622,活动页面
e4fbf1da-3386-4a5d-9d01-db5b175b555a-1654-0,,展示了一个促销活动的界面，包括折扣信息（8.5折起）、任务奖励、红包等元素，这些都是典型的活动推广内容 ,e4fbf1da-3386-4a5d-9d01-db5b175b555a-1654,活动页面
f37a7f4e-7edd-492c-a98a-e84c463e1b18-1656-0,,展示了购物优惠活动的详情，包括购买商品赠送礼品的条件和时间限制，这些都是典型的促销活动信息,f37a7f4e-7edd-492c-a98a-e84c463e1b18-1656,活动页面
f68daeb2-fd5c-4919-b56d-25fc1690a2cc-1670-0,,显示了一个会员活动的界面，包含新会员礼包信息、倒计时等，典型的活动页面,f68daeb2-fd5c-4919-b56d-25fc1690a2cc-1670,活动页面
4bd11e5c-65f5-47e0-8424-ac65f0acdad4-594-0,订单详情页面,显示了完整的订单信息，包括商品名称、价格、折扣、实付款、订单编号、交易时间等详细内容，这些都是典型的订单详情页面元素,4bd11e5c-65f5-47e0-8424-ac65f0acdad4-594,订单详情页面
4c7bd348-cae9-4488-94f5-27c7e02eae35-590-0,,显示了购买商品的详细信息，包括商品名称、价格、支付状态、发货时间、交易号码和支付时间等，这些都是典型的订单详情页面内容,4c7bd348-cae9-4488-94f5-27c7e02eae35-590,订单详情页面
4ceb48cf-08a7-4487-a58d-e697037ed106-586-0,,显示了完整的订单信息，包括商品名称、价格、订单编号、收货信息、创建时间和成交时间等细节。这些元素通常出现在订单详情页面中,4ceb48cf-08a7-4487-a58d-e697037ed106-586,订单详情页面
4efaee75-bc3c-4981-9b88-0b6913b1d470-597-0,,显示了商品信息、价格、配送方式、运费、以及提交订单的按钮。这些元素通常出现在确认订单的界面上，帮助用户在购买前核对订单细节，属于订单详情页面,4efaee75-bc3c-4981-9b88-0b6913b1d470-597,订单详情页面
7b4a7902-958a-40c9-aba2-0e2c445ddb4b-582-0,,显示了订单的详细信息，包括商品图片、名称、订单状态（已发货）、订单编号、以及相关操作选项（如查看物流、确认收货等）。这些元素都是典型的订单详情页面特征,7b4a7902-958a-40c9-aba2-0e2c445ddb4b-582,订单详情页面
11ba10ac-ab60-4e2f-8dc1-c22d47daf29e-517-0,,完整的订单信息，包括交易成功状态、商品图片、价格、订单创建时间、付款时间、发货时间和成交时间等详细信息。这些元素都是典型的订单详情页面特征,11ba10ac-ab60-4e2f-8dc1-c22d47daf29e-517,订单详情页面
506ec467-73f3-4d8e-aa38-13982de0dd60-592-0,,显示了多个订单的详细信息，包括商品名称、价格、交易状态和操作选项（如删除订单、添加评价等），属于订单详情页面,506ec467-73f3-4d8e-aa38-13982de0dd60-592,订单详情页面
6192aaeb-ca6b-40d2-b712-7cd01b4e55b9-589-0,,显示了完整的订单信息，包括商品图片、价格、运费、实付款、交易号、创建时间、付款时间和发货时间等详细内容。这些元素都是典型的订单详情页面所包含的信息,6192aaeb-ca6b-40d2-b712-7cd01b4e55b9-589,订单详情页面
7358add9-466f-4cf2-aa0f-9b3c179e4060-580-0,,显示了完整的订单信息，包括商品图片、价格、订单状态（已发货）、签收信息、退款选项等，这些都是典型的订单详情页面元素,7358add9-466f-4cf2-aa0f-9b3c179e4060-580,订单详情页面
72534616-2795-4bea-a79b-3673fa5e160a-567-0,,显示了完整的订单信息，包括商品名称、价格、订单编号、支付信息、创建时间、付款时间等细节，这些都是典型的订单详情页面内容,72534616-2795-4bea-a79b-3673fa5e160a-567,订单详情页面
a3a99bb5-7331-437e-a232-409e80fa55a4-572-0,,显示了完整的订单信息，包括商品总价、运费、折扣、应付款金额、收货信息、订单编号、创建时间和成交时间等详细内容。这些元素都是典型的订单详情页面所包含的信息,a3a99bb5-7331-437e-a232-409e80fa55a4-572,订单详情页面
ba84a071-9d62-499d-bbb7-434de3ae5130-576-0,,显示了购买商品的详细信息，包括商品名称、价格、订单编号、支付时间等，这些都是典型的订单详情页面内容,ba84a071-9d62-499d-bbb7-434de3ae5130-576,订单详情页面
